Applicationid,Underwriter,Amountfinanced,Term,Status,Dealername,Dealergroup,Dealerstate,Dealercity,Applicationdate Date,Approvaldate Date,Bookeddate Date,Collateralyear,Collateraltype,Collateralnewused,Coficoauto8,Dti,Pti,Dealerrepresentative,Timetobook,Timetodecision,Dealerminimumrate,Cashdown,Totaldown,Isbusinessapp,Timetolastfund,Timetolastdecisiontolastcontract,Apr,Programmanual,Programdefault,Ltv,Dealerreserveamount,Dealerreservepercent,Backend,Invoice,Primaryficoauto8,Lender,Primarystate,Applicationsubmitteduser,Wasapproved,Wasapprovednotbooked,Clientdealerid,Class
254462,mlomedico,41761,240,Auto Approval,Midway Auto & RV - Billings - MT107,,MT,Billings,2026-09-02,2026-09-02,,2025,RV,New,802,4.1,3.36,dzilberchtein,,124,7.59,30000,30000,false,,,8.84,Core,Core,0.57,0,,0,73499,822,Source One Financial Services,WY,,1,1,MT107,Core
254447,,11243.32,120,Cancelled,HAPPY CAMPERS RV SALES and SERVICE - IN182,,IN,LAFAYETTE,2026-09-02,,,2017,RV,Used,,0,0,jharrington1,,,22.99,3000,3500,false,,,23.99,Bronze,Bronze,0.79,0,,0,14150,,Source One Financial Services,IN, ashley herrera,0,0,IN182,Business First
254372,sbaker,29490,180,Decline,Blue Compass RV - Charleston - SC138,Blue Compass,SC,Ladson,2026-09-02,,,2025,RV,Used,,48.27,6.99,jsmith,,37,10.49,5000,5000,false,,,11.99,Core,Core,0.75,0,,0,39250,688,Source One Financial Services,SC, houston mcdaniel,0,0,SC138,Core
254366,Jhill,66222.79,180,Approved,Rock Solid Funding LLC - TX536,RSF,TX,BEDFORD,2026-09-02,2026-09-02,,2019,RV,Used,,34.98,8.62,S1House,,55,8.59,0,0,false,,,10.09,Core,Core,0.52,0,,0,128300,865,Source One Financial Services,TX, ashley rogers,1,1,TX536,Core
254461,sbaker,26926.78,180,Verifications Incomplete,GREAT AMERICAN RV SUPERSTORE-BREAUX BRIDGE - LA104,,LA,BREAUX BRIDGE,2026-09-02,2026-09-03,,2020,RV,Used,,25,2.56,gott,,1575,10.09,500,500,false,,5,11.09,Core,Core,1.19,1077.07,4,0,22600,748,Source One Financial Services,LA, james duos,1,1,LA104,Core
254412,mnava,62696.67,240,Auto Approval,Blue Compass RV - South Beumont - TX551,Blue Compass,TX,Vidor,2026-09-02,2026-09-03,,2027,RV,New,,33.73,5.9,gott,,1593,9.24,5000,5000,false,,,10.74,Core,Core,1.28,0,,0,48880,752,Source One Financial Services,LA, leah sligar,1,1,TX551,Core
254421,lgrace,56828.66,240,Decline,LDRV of Tampa - FL340,Campers Inn,FL,Seffner,2026-09-02,,,2017,RV,Used,591,38.74,8.6,wstoutimore,,17,14.74,500,15000,false,,,15.49,Silver 1,Silver 1,0.78,0,,0,72655,670,Source One Financial Services,FL, jason rubin,0,0,FL340,Silver
254416,jharrington1,41523,180,Approved,STOKLEYS MARINE - KY120,,KY,NICHOLASVILLE,2026-09-02,2026-09-02,,2026,Boat,New,,32.15,6.66,jharrington1,,17,7.74,0,0,false,,,8.74,Core,Core,1.21,0,,0,34326,842,Source One Financial Services,KY, erin tuttle,1,1,KY120,Core
254369,avera,14344.94,120,Decline,LAKE CUMBERLAND MARINE - KY134,,KY,SOMERSET,2026-09-02,,,2018,Boat,Used,,45.69,2.89,jharrington1,,46,11.34,600,600,false,,,12.34,Core,Not Applicable,0.99,0,,0,14440,697,Connexus Credit Union,KY, amanda hopson,0,0,KY134,Not Applicable
254538,mlomedico,59251.64,240,Decline,FUN TOWN RV CONROE -TX400,Fun Town,TX,CONROE,2026-09-02,,,2026,RV,New,674,22.91,4.88,gott,,23,16.24,5500,5500,false,,,16.99,Silver 1,Silver 1,1.34,0,,0,44342,659,Source One Financial Services,TX, angela morrell,0,0,TX400,Silver
254460,,25516,180,Auto Decline,TRAVELERS WHOLESALE TRAILER SALES - TN138,,TN,MANCHESTER,2026-09-02,,,2020,RV,Used,,26.26,10.07,jsmith,,0,18.74,3500,3500,false,,,19.49,Silver 2,Silver 2,0.73,0,,,35000,638,Source One Financial Services,NM,,0,0,TN138,Silver
254496,mlomedico,18769,144,Auto Approval,MY RV SD - SCA112,,CA,EL CAJON,2026-09-02,2026-09-02,,2018,RV,Used,,6.62,2.36,jrubi,,106,8.49,12700,12700,false,,,9.49,Core,Not Applicable,1,0,,0,18800,725,Connexus Credit Union,CA,,1,1,SCA112,Not Applicable
254335,,24266,144,Auto Decline,Performance Boats - EVA114,EPIC,VA,Mineral,2026-09-02,,,2007,Boat,Used,,58.21,3.83,S1House,,0,18.49,2500,2500,false,,,19.24,Silver 1,Silver 1,1.31,0,,0,18568,643,Source One Financial Services,VA,,0,0,EVA114,Silver
254323,sflynn,37727.05,144,Auto Approval,Boaters World - South GA - GA162,,GA,Americus,2026-09-02,2026-09-02,,2026,Boat,New,,35.42,6.26,jsmith,,20,9.74,4200,4200,false,,,10.74,Core,Core,1.15,0,,0,32782.44,749,Source One Financial Services,GA, kyle west,1,1,GA162,Core
254540,mnava,25610.52,180,Approved,Pikes Peak RV Inc - CO149,,CO,Colorado Springs,2026-09-02,2026-09-03,,2024,RV,Used,,19.52,4.6,dzilberchtein,,893,9.24,3200,3200,false,,,9.99,Core,Not Applicable,0.98,0,,0,26250,719,Connexus Credit Union,CO, lexie green,1,1,CO149,Not Applicable
254327,thovey,16561,144,Auto Approval,BLUE COMPASS RV  DES MOINES-IA222,Blue Compass,IA,ALTOONA,2026-09-02,2026-09-02,,2019,RV,Used,763,29.89,1.58,gcoulombe,,17,8.74,1500,1500,false,,,10.24,Core,Core,1.23,0,,0,13450,802,Source One Financial Services,AR, roscoe vacco,1,1,IA222,Core
254479,hhisek,12389.01,120,Auto Approval,DADS CAMPER OUTLET - PICAYUNE - MS101,,MS,PICAYUNE,2026-09-02,2026-09-02,,2021,RV,Used,,12.32,3.43,jsmith,,9,10.99,1100,1100,false,,,11.99,Core,Core,1.14,0,,0,10850,694,Source One Financial Services,LA, austin carney,1,1,MS101,Core
254499,thovey,86046.71,240,Conditional Approval,Rock Solid Funding LLC - TX536,RSF,TX,BEDFORD,2026-09-02,2026-09-02,,2022,RV,Used,,31.31,3.85,S1House,,27,8.49,7300,7300,false,,,9.99,Core,Core,1.22,0,,0,70800,780,Source One Financial Services,CA, serena pulliam,1,1,TX536,Core
254446,sbaker,18909.31,144,Auto Approval,Water Workz Marine Inc. - ETN115,EPIC,TN,Cleveland,2026-09-02,2026-09-03,,2016,Boat,Used,,40.61,3.05,S1House,,1449,9.24,3000,3000,false,,,10.24,Core,Core,1.01,0,,0,18760,787,Source One Financial Services,TN, jp lixie,1,1,ETN115,Core
254450,pmeza,86869.53,240,Auto Approval,Pleasureland - Brainerd - MN427,Pleasureland,MN,Brainerd,2026-09-02,2026-09-03,,2026,RV,New,672,20.45,3.48,S1House,,1302,9.34,30000,81528,false,,,10.84,Core,Core,0.77,0,,0,113217,739,Source One Financial Services,MN, michelle lehmann,1,1,MN427,Core
254537,,25805.84,180,Auto Decline,Boat-N-RV Supercenter  - TN157,,TN,Crossville,2026-09-02,,,2027,RV,New,,42.92,10.56,jsmith,,0,17.99,2500,2500,false,,,18.74,Silver 2,Silver 2,1.07,0,,0,24022,623,Source One Financial Services,IN,,0,0,TN157,Silver
254331,ccampos,26697.49,144,Conditional Approval,ROTH RV - BEMIDJI - MN168,,MN,BEMIDJI,2026-09-02,2026-09-02,,2022,RV,Used,,11.09,4.33,S1House,,61,11.99,3840,3840,false,,,12.49,Core,Not Applicable,1,0,,0,26700,681,Connexus Credit Union,MN, tracy perpich,1,1,MN168,Not Applicable
254403,mnava,28246.65,180,Conditional Approval,"Root's RV Sales,Inc-IN208",Canopy Financial,IN,Mitchell,2026-09-02,2026-09-02,,2022,RV,Used,,16.99,9.41,jharrington1,,150,8.24,7700,12600,false,,,9.24,Core,Not Applicable,0.99,0,,0,28400,761,Connexus Credit Union,IN, matt kurtz,1,1,IN208,Not Applicable
254508,mlomedico,55264.29,240,Decline,Rock Solid Funding LLC - TX536,RSF,TX,BEDFORD,2026-09-02,,,2022,RV,Used,,65.55,12.52,S1House,,9,8.24,0,0,false,,,9.74,Core,Core,0.98,0,,0,56332,806,Source One Financial Services,TX, caleb grassi,0,0,TX536,Core
254424,rsimmons,6932.58,144,Decline,Blue Compass RV - Knoxville - TN159,Blue Compass,TN,Louisville,2026-09-02,,,2011,RV,Used,625,53.1,1.04,jsmith,,23,9.99,1700,1700,false,,,10.49,Core,Core,0.96,0,,0,7250,835,Source One Financial Services,TN, david smith jr.,0,0,TN159,Core
254505,pmeza,56443.39,180,Conditional Approval,Ashley Marine LLC - Pensacola - FL325,,FL,Pensacola,2026-09-02,2026-09-02,,2026,Boat,New,,36.31,5.31,wstoutimore,,118,9.5,5699,6099,false,,,10.25,Core,Not Applicable,0.92,0,,0,61535,687,Ideal Credit Union,FL, joey hawkins,1,1,FL325,Not Applicable
254533,thovey,37740.39,204,Pending,General RV - Tampa - FL238,General RV,FL,Dover,2026-09-02,,,2022,RV,Used,682,31.07,4.89,wstoutimore,,46,9.34,0,0,false,,,10.84,Core,Core,1.1,0,,0,34200,769,Source One Financial Services,FL, chris mullis,0,0,FL238,Core
254527,ccampos,62742.42,204,Conditional Approval,WAKE AUTHORITY - TX449,,TX,CARTHAGE,2026-09-02,2026-09-02,,2026,Boat,New,,25.8,3.91,gott,,46,10.49,30000,30000,false,,,11.49,Core,Core,0.67,0,,0,93268,689,Source One Financial Services,TX, floyd rucks,1,1,TX449,Core
254500,thovey,51674,180,Decline,Bretz RV & Marine - Liberty Lake - WA138,Bretz RV,WA,Liberty lake,2026-09-02,,,2021,RV,Used,,56.15,4.54,ljablonoski,,130,9.49,1000,11000,false,,,10.99,Core,Core,0.93,0,,0,55605,767,Source One Financial Services,OR, angel villanueva,0,0,WA138,Core
254441,sdelarosa,27556.66,180,Approved,Erie Marine Sales - OH234,,OH,Sheffield Lake,2026-09-02,2026-09-02,,2027,Boat,New,,25.71,1.96,jharrington1,,11,10.09,20000,20000,false,,,11.09,Core,Core,0.58,0,,0,47206,716,Source One Financial Services,MS, shirley hetrick,1,1,OH234,Core
254328,jrubi,31243.68,120,Auto Approval,Moix RV - Hot Springs Landing LLC - AR135,,AR,Hot Springs,2026-09-02,2026-09-02,,2026,RV,New,,47.68,10.04,jweller,,458,7.74,20000,20000,false,,,8.74,Core,Core,0.63,0,,0,49303,818,Source One Financial Services,AR, brayden fisher,1,1,AR135,Core
254547,pmeza,10177.99,180,Decline,Bish's RV of Fairfield - SCA178,Bish's RV,CA,Fairfield,2026-09-02,,,2026,RV,New,,6.7,3.07,jrubi,,3,9.59,6000,6000,false,,,11.09,Core,Core,0.62,0,,0,16445,754,Source One Financial Services,CA, david mcclanahan,0,0,SCA178,Core
254411,mlomedico,43848.85,240,Decline,Campers Inn RV of Milford - MA110,Campers Inn,MA,Milford,2026-09-02,,,2026,RV,New,,65.37,12.09,gcoulombe,,2,7.74,0,0,false,,,9.24,Core,Core,0.98,0,,0,44774.8,803,Source One Financial Services,RI, dylan fain,0,0,MA110,Core
254342,ccampos,23217,144,Auto Approval,NewCoast - Boatzon - FL356,Marine Max,FL,Oldsmar,2026-09-02,2026-09-02,,2013,Boat,Used,,22.11,2.17,S1House,,370,9.24,2400,2400,false,,,10.74,Core,Core,1.19,0,,0,19455,830,Source One Financial Services,KY, justin veghte,1,1,FL356,Core
254449,avera,23699,180,Auto Approval,"Vantage Recreational Finance, Inc. -FL291",VRF,FL,FORT LAUDERDALE,2026-09-02,2026-09-02,,2019,RV,Used,,45.17,3.64,S1House,,71,8.49,2300,2300,false,,,9.99,Core,Core,1.04,0,,0,22700,821,Source One Financial Services,TN, brian decastro,1,1,FL291,Core
254498,ccampos,64695.37,180,Conditional Approval,NewCoast - Boatzon - FL356,Marine Max,FL,Oldsmar,2026-09-02,2026-09-03,,2012,Boat,Used,,21.58,5.49,S1House,,1402,11.84,55000,55000,false,,,13.34,Core,Core,0.62,0,,0,104260,693,Source One Financial Services,AL, michael mclamb,1,1,FL356,Core
254545,mnava,20560.89,144,Decline,BISH'S RV OF GREAT FALLS - MT104,Bish's RV,MT,GREAT FALLS,2026-09-02,,,2026,RV,New,,27.32,3.34,dzilberchtein,,12,16.24,7000,7000,false,,,16.99,Silver 1,Silver 1,0.69,0,,0,29922,646,Source One Financial Services,TX, dylan higgins,0,0,MT104,Silver
254546,,17258.99,120,Auto Decline,Airstream of Austin - TX570,Blue Compass,TX,Buda,2026-09-02,,,2025,RV,Used,,24.58,5.73,gott,,0,16.99,1000,10000,false,,,17.74,Silver 2,Silver 2,0.66,0,,0,26150,633,Source One Financial Services,TX,,0,0,TX570,Silver
254448,rsimmons,99968.06,204,Decline,CAMPERS INN RV OF MADISON - AL116,Campers Inn,AL,MADISON,2026-09-02,,,2026,RV,New,,40.28,8.2,jsmith,,51,13.49,23600,27759,false,,,14.24,Silver 1,Silver 1,1.01,0,,0,98536,667,Source One Financial Services,AL, robert orwat,0,0,AL116,Silver
254463,,79747.44,240,Auto Decline,FUN TOWN RV CONROE -TX400,Fun Town,TX,CONROE,2026-09-02,,,2026,RV,New,,30.04,13.75,gott,,9,22.99,3000,9800,false,,,23.99,Bronze,Bronze,1.12,0,,0,71106,604,Source One Financial Services,AZ, angela morrell,0,0,TX400,Business First
254352,thovey,20244,180,Auto Approval,Pierce RV & Marine - Billings -  MT110,Easy Care,MT,Billings,2026-09-02,2026-09-02,,2026,RV,New,,16.53,2.62,dzilberchtein,,75,9.84,2000,4200,false,,,11.34,Core,Core,1.08,0,,0,18823.15,737,Source One Financial Services,MT, bradley taylor,1,1,MT110,Core
254459,pmeza,48492.5,180,Decline,Gull Boats & RV - Missoula - MT118,Bretz RV,MT,Missoula,2026-09-02,,,2026,RV,New,644,40.74,7.23,dzilberchtein,,91,10.49,5850,8900,false,,,11.99,Core,Not Applicable,1.22,0,,0,39771,692,Connexus Credit Union,MT, nathan deuter,0,0,MT118,Not Applicable
254519,,30466.17,180,Auto Decline,GREAT AMERICAN RV SUPERSTORE-HAMMOND - LA105,,LA,HAMMOND,2026-09-02,,,2026,RV,New,647,30.53,5.65,gott,,0,22.99,3500,3500,false,,,23.99,Bronze,Bronze,0.81,0,,0,37520,613,Source One Financial Services,GA,,0,0,LA105,Business First
254502,sbaker,30595.99,180,Decline,Gulf Coast Marine -TX266,,TX,Corpus Christi,2026-09-02,,,2026,Boat,New,,85.16,1.42,gott,,7,9.74,3400,3400,false,,,10.74,Core,Core,0.99,0,,0,30894.5,747,Source One Financial Services,TX, melisa dlabaja,0,0,TX266,Core
254401,Jhill,10596.68,120,Conditional Approval,Princess Craft RV -TX191,,TX,Round Rock,2026-09-02,2026-09-02,,2027,RV,New,,35.13,2,gott,,32,10.49,1500,1500,false,,,11.49,Core,Core,1.23,0,,0,8600,683,Source One Financial Services,TX, lane lambright-reed,1,1,TX191,Core
254399,,28573.1,180,Auto Decline,A and L RV SALES - LAKE PARK - GA143,,GA,LAKE PARK,2026-09-02,,,2016,RV,Used,,23.55,10.53,jsmith,,0,19.24,0,0,false,,,19.99,Silver 2,Silver 2,0.91,0,,0,31450,627,Source One Financial Services,GA,,0,0,GA143,Silver
254436,jharrington1,48000,180,Auto Decline,KY Boats LLC - KY149,,KY,Richmond,2026-09-02,,,2026,Boat,New,,2.86,2.25,jharrington1,,28,7.74,15000,15000,false,,,8.74,Core,Core,1.21,0,,0,39514,819,Source One Financial Services,KY, christan wilson,0,0,KY149,Core
254385,mnava,28675.91,144,Decline,ROTH RV - BEMIDJI - MN168,,MN,BEMIDJI,2026-09-02,,,2017,RV,Used,,25.26,5.89,S1House,,41,11.24,500,500,false,,,12.24,Core,Core,1.15,0,,0,25000,714,Source One Financial Services,MN, tracy perpich,0,0,MN168,Core
254468,,30231.94,144,Auto Decline,San Antonio Rvs -TX265,,TX,Seguin,2026-09-02,,,2027,RV,New,,39.41,3.66,gott,,0,16.99,3100,3100,false,,,17.74,Silver 2,Silver 2,0.67,0,,0,45000,639,Source One Financial Services,TX,,0,0,TX265,Silver
254340,,67268.13,240,Auto Decline,FUN TOWN RV CONROE -TX400,Fun Town,TX,CONROE,2026-09-02,,,2026,RV,New,585,25.26,3.44,gott,,8,22.99,6500,6500,false,,,23.99,Bronze,Silver 2,0.93,0,,0,71956,631,Source One Financial Services,TX, angela morrell,0,0,TX400,Business First
254329,sbaker,60551.73,240,Auto Approval,Crestview RV - Georgetown -TX177,Campers Inn,TX,Georgetown,2026-09-02,2026-09-02,,2026,RV,New,733,42.97,10.4,gott,,13,8.99,10000,8368,false,,,10.49,Core,Core,1.27,0,,0,47820,774,Source One Financial Services,TX, yohannes samuel,1,1,TX177,Core
254506,mnava,79194,180,Conditional Approval,"Vantage Recreational Finance, Inc. -FL291",VRF,FL,FORT LAUDERDALE,2026-09-02,2026-09-02,,2017,RV,Used,,47.32,11.55,S1House,,57,8.74,0,0,false,,,10.24,Core,Core,1.24,0,,0,63974,892,Source One Financial Services,CA, jenica carpentier,1,1,FL291,Core
254374,sbaker,45612,240,Auto Approval,Your Fun Country RV's & Marine Center - TX549,,TX,Anthony,2026-09-02,2026-09-02,,2027,RV,New,772,30.48,5.5,gott,,22,7.74,0,5547.81,false,,,8.74,Core,Core,1.2,0,,0,38010.5,802,Source One Financial Services,NM, kasey peralta,1,1,TX549,Core
254317,,10085,60,Auto Decline,RV VALUE MART- PA101,,PA,MANHEIM,2026-09-02,,,2019,RV,Used,,52.04,5.29,jharrington1,,0,22.99,6000,6000,false,,,23.99,Bronze,Bronze,0,0,,0,0,575,Source One Financial Services,PA,,0,0,PA101,Business First
254382,Jhill,65902.59,204,Auto Approval,OCEAN MARINE GROUP - DAPHNE - AL120,,AL,DAPHNE,2026-09-02,2026-09-02,,2026,Boat,New,,30.84,7.89,jsmith,,25,7.74,0,0,false,,,8.74,Core,Core,1.26,0,,0,52476,800,Source One Financial Services,MS, roger harrison,1,1,AL120,Core
254522,hhisek,49909.3,180,Decline,Blue Compass RV - Tyler - TX552,Blue Compass,TX,Tyler,2026-09-02,,,2026,RV,New,,23.91,10.83,gott,,18,13.49,1500,21500,false,,,14.24,Silver 1,Silver 1,0.61,0,,0,81245,675,Source One Financial Services,TX, taylor mahan,0,0,TX552,Silver
254357,Jhill,26406.88,144,Auto Decline,QUALITY MARINE ASSOCIATES INC - TX415,,TX,ONALASKA,2026-09-02,,,2021,Boat,Used,,50.82,3.98,gott,,90,16.99,4000,4000,false,,,17.74,Silver 2,Silver 2,1,0,,0,26300,633,Source One Financial Services,TX, ronnie heldenbrand,0,0,TX415,Silver
254452,rsimmons,73476,240,Decline,Woodland Airstream - MI458,,MI,Grand Rapids,2026-09-02,,,2026,RV,New,,59.34,10.68,dzilberchtein,,6,7.74,8000,1622,false,,,8.74,Core,Core,1.31,0,,0,55908,802,Source One Financial Services,TX,,0,0,MI458,Core
254489,,21714.33,180,Auto Decline,COASTAL RV - VA102,,VA,CARROLLTON,2026-09-02,,,2026,RV,New,,78,4.8,jsmith,,0,16.24,2500,2500,false,,,16.99,Silver 1,Silver 1,0.71,0,,0,30629,654,Source One Financial Services,VA,,0,0,VA102,Silver
254334,lgrace,24425.19,180,Auto Approval,Ski's Truck and RV Sales - IN213,Easy Care,IN,Rockville,2026-09-02,2026-09-02,,2022,RV,Used,690,23.04,2.08,jharrington1,,34,10.84,1200,1200,false,,,12.34,Core,Core,0.88,0,,0,27600,689,Source One Financial Services,IL, bradley taylor,1,1,IN213,Core
254333,Jhill,52389.98,204,Auto Approval,Blue Compass - Mobile - AL170,Blue Compass,AL,Theodore,2026-09-02,2026-09-03,,2022,RV,Used,,13.61,1.75,jsmith,,1912,10.59,2600,2600,false,,,12.09,Core,Core,1.06,0,,0,49650,714,Source One Financial Services,AL, dylan howard,1,1,AL170,Core
254497,hhisek,23285.3,120,Conditional Approval,GREAT AMERICAN RV SUPERSTORE-HAMMOND - LA105,,LA,HAMMOND,2026-09-02,2026-09-02,,2020,RV,Used,,14.12,2.27,gott,,36,13.99,6250,6250,false,,,13.99,Silver 1,Not Applicable,1,0,,0,23300,657,Connexus Credit Union,TN, kerry turlich,1,1,LA105,Not Applicable
254316,,19841,144,Auto Decline,Colaw RV Sales -MO110,,MO,Carthage,2026-09-02,,,2026,RV,New,,91.33,14.16,jweller,,0,22.99,0,0,false,,,23.99,Bronze,Bronze,0.67,0,,0,29586,551,Source One Financial Services,MO,,0,0,MO110,Business First
254364,ccampos,48799,180,Decline,"Vantage Recreational Finance, Inc. -FL291",VRF,FL,FORT LAUDERDALE,2026-09-02,,,2020,RV,Used,,37.56,5.72,S1House,,38,14.24,5000,5000,false,,,14.99,Silver 1,Silver 1,0.95,0,,0,51250,678,Source One Financial Services,CA, sean fitzpatrick,0,0,FL291,Silver
254512,ccampos,29047,180,Auto Approval,CAMP EZ RV - WILLIS - TX560,,TX,Willis,2026-09-02,2026-09-02,,2026,RV,New,,21.93,2.89,gott,,68,7.89,3000,3000,false,,,8.64,Silver 1,Not Applicable,1.02,0,,0,28500,646,Ideal Credit Union,FL, ashley igo,1,1,TX560,Not Applicable
254348,,11724,180,Cancelled,Miles RV Center - NC165,,NC,Hendersonville,2026-09-02,,,2022,RV,Used,,0,0,jsmith,,,22.99,1500,1500,false,,,23.99,Bronze,Bronze,0.9,0,,0,13090,,Source One Financial Services,SC, jevon bryant,0,0,NC165,Business First
254433,avera,166790.35,180,Decline,La Mesa RV Center - Port St Lucie - FL314,La Mesa,FL,Port St Lucie,2026-09-02,,,2026,RV,New,725,37.38,16.48,pcarter,,1577,7.74,11000,19000,false,,,9.24,Core,Not Applicable,1.08,0,,0,155045,805,Ideal Credit Union,FL, andrew lawson,0,0,FL314,Not Applicable
254400,Jhill,244900,240,Decline,Family Powersports Lubbock -TX345,,TX,LUBBOCK,2026-09-02,,,2026,Boat,New,682,36.96,5.46,gott,,82,9.09,0,32000,false,,,10.09,Core,Core,0.98,0,,0,249724,748,Source One Financial Services,TX,,0,0,TX345,Core
254384,ccampos,79986.14,204,Auto Approval,NewCoast - Boatzon - FL356,Marine Max,FL,Oldsmar,2026-09-02,2026-09-03,,2026,Boat,New,701,32.59,9.98,S1House,,1576,9.99,8050,6045,false,,,11.49,Core,Core,1.23,0,,0,64803,734,Source One Financial Services,FL, michael mclamb,1,1,FL356,Core
254319,lgrace,67782.28,240,Approved,LEXINGTON RV LLC - KY135,,KY,LEXINGTON,2026-09-02,2026-09-02,,2022,RV,Used,712,34.71,5.33,jharrington1,,25,9.99,5000,7750,false,,,10.99,Core,Core,1.16,0,,0,58500,755,Source One Financial Services,KY, oliver griffen,1,1,KY135,Core
254456,avera,30178.66,156,Conditional Approval,LEXINGTON RV LLC - KY135,,KY,LEXINGTON,2026-09-02,2026-09-02,,2020,RV,Used,,16.15,4.49,jharrington1,,38,10.34,0,0,false,,,11.34,Core,Core,1.09,0,,0,27750,732,Source One Financial Services,TN, oliver griffen,1,1,KY135,Core
254541,mnava,92007.83,144,Conditional Approval,Sky River RV - Paso Robles - SCA146,SkyRiver,CA,Paso Robles,2026-09-02,2026-09-03,,2021,RV,Used,675,24.4,11.79,jrubi,,884,11.49,22900,31100,false,,,12.24,Core,Not Applicable,0.85,0,,0,108338,694,Connexus Credit Union,CA, nancy garcia,1,1,SCA146,Not Applicable
254387,edominguez,19719.69,180,Decline,CAMPING NATION RVS LLC - AZ322,,AZ,MESA,2026-09-02,,,2021,RV,Used,,42.24,2,edominguez,,16,14.24,2000,2000,false,,,14.99,Silver 1,Silver 1,0.9,0,,0,22000,667,Source One Financial Services,NC, zachary booth,0,0,AZ322,Silver
254363,hhisek,54384.23,240,Decline,Blue Compass RV - Knoxville - TN159,Blue Compass,TN,Louisville,2026-09-02,,,2026,RV,New,639,49.55,8.02,jsmith,,13,10.49,2500,2500,false,,,11.99,Core,Core,1.04,0,,0,52125,695,Source One Financial Services,TN, david smith jr.,0,0,TN159,Core
254373,mlomedico,19381.47,144,Decline,H2O SPORTZ and MARINE LLC - AR102,,AR,North Little Rock,2026-09-02,,,2027,Boat,New,,23.07,3.5,jweller,,84,16.24,14000,14000,false,,,16.99,Silver 1,Not Applicable,0.8,0,,0,24157,643,Connexus Credit Union,OK, herb skiles,0,0,AR102,Not Applicable
254324,sbaker,49998.19,144,Conditional Approval,TEXAS RV OUTLET SUPERSTORE - TX331,,TX,WILLOW PARK,2026-09-02,2026-09-02,,2021,RV,Used,,40.89,2.89,gott,,205,13.99,21555,21555,false,,,13.99,Silver 1,Not Applicable,0.9,0,,0,55605,649,Connexus Credit Union,TX, bryan roberts,1,1,TX331,Not Applicable
254415,Jhill,283794.28,240,Pending,National Indoor Rv Centers - TN144,,TN,Lebanon,2026-09-02,,,2026,RV,New,777,41.93,6.9,jsmith,,17,10.24,59000,41389.07,false,,,11.24,Core,Core,1.25,0,,0,227795,711,Source One Financial Services,FL, holly artlip,0,0,TN144,Core
254344,ccampos,14058.88,120,Auto Approval,Midwest RV Center -MO114,,MO,St Louis,2026-09-02,2026-09-02,,2027,RV,New,,5.85,0.99,jweller,,357,9.59,10000,20650,false,,,11.34,Core,Core,0.43,0,,0,32855,755,Source One Financial Services,MO, randy starkey,1,1,MO114,Core
254503,mlomedico,31335.9,180,Auto Approval,RV'S OF AMERICA - COLORADO SPRINGS  - CO150,,CO,COLORADO SPRINGS,2026-09-02,2026-09-02,,2026,RV,New,,19.47,2.65,dzilberchtein,,163,7.74,3000,3000,false,,,8.74,Core,Core,1.18,0,,0,26500,803,Source One Financial Services,KS, anthony downs,1,1,CO150,Core
254343,thovey,10934.43,144,Decline,THRILLS RV - IN194,,IN,COLUMBIA CITY,2026-09-02,,,2014,RV,Used,,8.69,2.27,jharrington1,,22,11.99,2500,5000,false,,,12.99,Core,Core,1.11,0,,0,9850,685,Source One Financial Services,IN, josh mould,0,0,IN194,Core
254550,avera,42907,180,Approved,BRETZ RV & MARINE - MISSOULA - MT116,Bretz RV,MT,Missoula,2026-09-02,2026-09-03,,2026,RV,New,784,7.23,3.42,dzilberchtein,,569,9.09,5000,80688,false,,,10.59,Core,Core,0.45,0,,0,94943,782,Source One Financial Services,FL, julia mills,1,1,MT116,Core
254355,mlomedico,19635.22,144,Decline,Humphrey RV - CO108,,CO,Grand Junction,2026-09-02,,,2026,RV,New,679,58.33,3.09,dzilberchtein,,22,9.99,5000,5000,false,,,10.99,Core,Core,0.78,0,,0,25119,734,Source One Financial Services,CO, kevin taiclet,0,0,CO108,Core
254338,,11912.99,180,Auto Decline,Southern RV INC - FL192,,FL,DeLand,2026-09-02,,,2024,RV,Used,,43.05,3.43,pcarter,,0,22.99,2000,2000,false,,,23.99,Bronze,Bronze,1.19,0,,0,9999,568,Source One Financial Services,FL,,0,0,FL192,Business First
254542,pmeza,35628.27,180,Decline,BLUE COMPASS RV - FT WORTH - TX420,Blue Compass,TX,Fort Worth,2026-09-02,,,2022,RV,Used,,26.08,6.7,gott,,6,16.99,3000,3000,false,,,17.74,Silver 1,Silver 1,1.06,0,,0,33550,656,Source One Financial Services,TX, rj norman,0,0,TX420,Silver
254485,mnava,29491.28,204,Auto Approval,Blue Compass RV - St. Augustine - FL339,Blue Compass,FL,ST. AUGUSTINE,2026-09-02,2026-09-02,,2026,RV,New,,33.87,2.9,pcarter,,32,9.09,1500,5500,false,,,10.59,Core,Core,0.99,0,,0,29810,743,Source One Financial Services,FL, matthew braziel,1,1,FL339,Core
254371,,10002.85,120,Auto Decline,Auction Direct RV - FL319,,FL,Ocala,2026-09-02,,,2023,RV,Used,,66.79,2.67,pcarter,,0,22.99,1500,1500,false,,,23.99,Bronze,Bronze,0.95,0,,0,10500,605,Source One Financial Services,FL,,0,0,FL319,Business First
