Applicationid,Underwriter,Amountfinanced,Term,Status,Dealername,Dealergroup,Dealerstate,Dealercity,Applicationdate Date,Approvaldate Date,Bookeddate Date,Collateralyear,Collateraltype,Collateralnewused,Coficoauto8,Dti,Pti,Dealerrepresentative,Timetobook,Timetodecision,Dealerminimumrate,Cashdown,Totaldown,Isbusinessapp,Timetolastfund,Timetolastdecisiontolastcontract,Apr,Programmanual,Programdefault,Ltv,Dealerreserveamount,Dealerreservepercent,Backend,Invoice,Primaryficoauto8,Lender,Primarystate,Applicationsubmitteduser,Wasapproved,Wasapprovednotbooked,Clientdealerid,Class
251690,eavila,30901.07,204,Booked,Fun Town RV-Denton -TX322,Fun Town,TX,Denton,2026-08-22,2026-08-29,2026-08-30,2026,RV,New,666,36.79,2.32,gott,11627,10123,8.99,2500,2500,false,8,1496,10.49,Core,Core,1.25,1854.06,6,0,24817,744,Source One Financial Services,TX, douglas santos,1,0,TX322,Core
251593,eavila,70300,240,Decline,MY RV SD - SCA112,,CA,EL CAJON,2026-08-22,,,2027,RV,New,,6.67,6.53,jrubi,,32,8.74,10000,10000,false,,,10.24,Core,Not Applicable,0.97,0,,0,72129,772,Connexus Credit Union,CA,,0,0,SCA112,Not Applicable
251500,mlomedico,46786,240,Contract Received,BAY MARINE INC - GA103,,GA,KENNESAW,2026-08-22,2026-09-03,,2023,Boat,New,,21.87,3.23,jsmith,,17481,10.49,7000,7000,false,,7,10.99,Core,Core,0.82,0,,0,57025,702,Source One Financial Services,GA, angi bruton,1,1,GA103,Core
251407,lgrace,29506.54,204,Booked,Ultimate Marine - EFL121,EPIC,FL,Orlando,2026-08-22,2026-08-31,2026-09-02,2026,Boat,New,,43.12,3.23,S1House,16278,13241,12.49,2800,2800,false,208,2829,13.49,Silver 1,Silver 1,1.09,1180.26,4,0,27065,672,Source One Financial Services,FL, donavon evenson,1,0,EFL121,Silver
251580,eavila,55054,144,Decline,Campinc LLC - OK110,,OK,McAlester,2026-08-22,,,2024,RV,New,,81.36,9.97,jweller,,8,10.24,0,105,false,,,11.74,Core,Core,1.19,0,,0,46209,693,Source One Financial Services,OK, jack elgin,0,0,OK110,Core
251507,hhisek,75782.58,180,Decline,Harvey RV and Marine - ME112,,ME,Glenburn,2026-08-22,,,2026,RV,New,662,43.58,7.97,gcoulombe,,7,10.24,4500,8500,false,,,11.74,Core,Core,0.98,0,,0,77035,691,Source One Financial Services,ME, tony shorey,0,0,ME112,Core
251513,ahunt,22945,144,Auto Approval,Bills Happy Camper Rv LLC-PA135,Warrior Performance,PA,Mill Hall,2026-08-22,2026-08-22,,2027,RV,New,,16.54,2.42,jharrington1,,85,9.74,0,0,false,,,11.24,Core,Core,1.08,0,,0,21148,737,Source One Financial Services,PA, nate rose,1,1,PA135,Core
251633,mlomedico,63121.75,204,Booked,Blue Compass RV - Prescott Valley - AZ362,Blue Compass,AZ,PRESCOTT VALLEY,2026-08-22,2026-08-25,2026-08-27,2021,RV,Used,,44.8,14.17,edominguez,7304,4532,10.74,6000,6000,false,2772,0,12.24,Core,Core,1.05,3787.3,6,0,60300,685,Source One Financial Services,AZ, michael bennett,1,0,AZ362,Core
251497,mlomedico,39396.22,220,Auto Approval,Petes RV Center - PA105,Pete's RV,PA,MOUNTVILLE,2026-08-22,2026-08-22,,2021,RV,Used,793,29.87,2.55,jharrington1,,11,7.99,500,11850,false,,,9.49,Core,Core,0.8,0,,0,49550,832,Source One Financial Services,PA, christine hamilton,1,1,PA105,Core
251578,mlomedico,45494.41,240,Decline,BYRON POWERSPORTS LLC - GA140,,GA,BYRON,2026-08-22,,,2027,RV,New,702,36.05,2.91,jsmith,,8,9.99,0,40000,false,,,11.49,Core,Core,0.6,0,,0,76230,720,Source One Financial Services,GA, tom bulger,0,0,GA140,Core
251499,lgrace,16967,144,Decline,Campers Inn of Chichester - NH103,Campers Inn,NH,Chichester,2026-08-22,,,2027,RV,New,679,57.66,1.34,gcoulombe,,6,10.24,500,500,false,,,11.74,Core,Core,0.98,0,,0,17236,683,Source One Financial Services,NH, david keller,0,0,NH103,Core
251481,mlomedico,20334.06,144,Booked,RV There Yet - Davenport - FL323,,FL,Davenport,2026-08-22,2026-08-28,2026-08-28,2021,RV,Used,,27.8,2.61,pcarter,8874,8783,9.99,2000,2000,false,89,2,11.49,Core,Core,1.21,1220.04,6,0,16750,755,Source One Financial Services,FL, luis camacho,1,0,FL323,Core
251566,,71318.22,240,Auto Decline,THRILLS RV - IN194,,IN,COLUMBIA CITY,2026-08-22,,,2027,RV,New,,45.4,14.13,jharrington1,,0,18.24,8000,8000,false,,,19.24,Silver 2,Silver 2,0.87,0,,0,81863,620,Source One Financial Services,TX,,0,0,IN194,Silver
251447,hhisek,15869.75,120,Decline,CAMPERS RV CENTER - LA103,,LA,SHREVEPORT,2026-08-22,,,2024,RV,New,,72.75,5.26,gott,,4,7.49,0,9500,false,,,8.99,Core,Core,0.58,0,,0,27570,835,Source One Financial Services,LA, dustin pinkston,0,0,LA103,Core
251483,,59238.9,240,Auto Decline,La Mesa RV Center - Sanford - FL315,La Mesa,FL,Sanford,2026-08-22,,,2024,RV,Used,,33.91,9.42,pcarter,,0,22.99,50000,50000,false,,,23.99,Bronze,Bronze,0.54,0,,0,110660,595,Source One Financial Services,FL,,0,0,FL315,Business First
251663,,22665.61,144,Auto Decline,Fun Town Rv/Angelo RV LLC -TX247,Fun Town,TX,San Angelo,2026-08-22,,,2023,RV,Used,,34.12,5.38,gott,,0,15.74,0,0,false,,,16.74,Silver 2,Silver 2,0.87,0,,0,26050,632,Source One Financial Services,TX,,0,0,TX247,Silver
251491,hhisek,43639,180,Auto Approval,Easy Camping RV - IA141,,IA,Nevada,2026-08-22,2026-08-22,,2020,RV,Used,824,34.5,4.57,gcoulombe,,26,7.99,20000,-7800,false,,,9.49,Core,Core,1.12,0,,0,38900,838,Source One Financial Services,IA, ryan jensen,1,1,IA141,Core
251421,avera,91434.95,240,Auto Approval,Boaters World - Bradenton - FL229,,FL,Bradenton,2026-08-22,2026-08-24,,2016,Boat,Used,,37.25,5.99,wstoutimore,,3001,8.95,6000,12694,false,,,10.2,Core,Core,1.04,0,,0,88000,774,Source One Financial Services,FL, stephen dimauro,1,1,FL229,Core
251487,,14267.48,120,Auto Decline,"Ron Hoover Companies of Donna, Inc -Tx277",Ron Hoover,TX,Donna,2026-08-22,,,2026,RV,New,,55.49,3.05,gott,,0,22.99,3000,3000,false,,,23.99,Bronze,Bronze,1.05,0,,0,13651.66,577,Source One Financial Services,TX,,0,0,TX277,Business First
251448,avera,22725.45,120,Conditional Approval,RV THERE YET - FL265,,FL,ST. AUGUSTINE,2026-08-22,2026-08-22,,2025,RV,Used,,13.94,3.85,pcarter,,74,9.99,3000,3000,false,,,10.49,Core,Not Applicable,1,0,,0,22800,690,Connexus Credit Union,FL, larry cowart,1,1,FL265,Not Applicable
251486,eavila,14342.38,96,Approved,Blackbeard Marine Kingston -OK151,,OK,Kingston,2026-08-22,2026-08-22,,2006,Boat,Used,652,38.75,2.26,jweller,,13,13.99,5000,5000,false,,,15.49,Core,Core,0.85,0,,0,16895,688,Source One Financial Services,TX, andrew harmon,1,1,OK151,Core
251455,eavila,47463.94,240,Auto Approval,Bills Happy Camper Rv LLC-PA135,Warrior Performance,PA,Mill Hall,2026-08-22,2026-08-22,,2025,RV,Used,634,44.41,3.43,jharrington1,,206,7.49,1600,3100,false,,,8.99,Core,Core,1.12,0,,0,42400,844,Source One Financial Services,PA, nate rose,1,1,PA135,Core
251667,mlomedico,72722.25,204,Auto Approval,Blue Compass RV - Raleigh - NC157,Blue Compass,NC,Raleigh,2026-08-22,2026-08-24,,2026,RV,New,620,39.84,4.83,jsmith,,2802,11.99,47000,60659,false,,,12.99,Silver 1,Silver 1,0.72,0,,0,101019,679,Source One Financial Services,NC, kyle cecala,1,1,NC157,Silver
251707,lgrace,102468.24,144,Decline,East Coast Campers & More - DE103,,DE,Frankford,2026-08-22,,,2027,RV,New,639,21.71,6.88,gcoulombe,,872,7.49,23400,23400,false,,,8.99,Core,Core,0.82,0,,0,125395,807,Source One Financial Services,PA, terry spencer,0,0,DE103,Core
251476,avera,41618,204,Booked,"Vantage Recreational Finance, Inc. -FL291",VRF,FL,FORT LAUDERDALE,2026-08-22,2026-08-31,2026-09-01,2019,Boat,Used,775,40.06,2.38,S1House,14559,12874,8.99,3500,3500,false,1507,178,9.99,Core,Core,1.01,1664.72,4,0,41155,800,Source One Financial Services,TN, jennifer richter,1,0,FL291,Core
251655,mlomedico,52642.05,180,Conditional Approval,Modern Classic RVs - CO170,,CO,Grand Junction,2026-08-22,2026-08-24,,2026,RV,New,,11.17,7.37,dzilberchtein,,2520,11.49,1000,6000,false,,,11.74,Silver 1,Not Applicable,1.21,0,,0,43633,660,Connexus Credit Union,CO, derik barefield,1,1,CO170,Not Applicable
251658,eavila,23743.28,180,Booked,Auction Direct RV - FL319,,FL,Ocala,2026-08-22,2026-08-24,2026-08-28,2022,RV,Used,737,29.39,1.82,pcarter,8455,2937,9.24,0,0,false,2926,2592,9.99,Core,Core,1.41,712.3,3,0,16825,776,Source One Financial Services,FL, geoff cohen,1,0,FL319,Core
251561,,11833,84,Auto Decline,COUNTY LINE CAMPERS - MS108,,MS,GULFPORT,2026-08-22,,,2020,RV,Used,,58.92,7.37,jsmith,,0,22.99,3000,3000,false,,,23.99,Bronze,Bronze,0,0,,0,0,610,Source One Financial Services,MS,,0,0,MS108,Business First
251450,hhisek,30915,120,Conditional Approval,Ansley RV - PA144,,PA,Duncansville,2026-08-22,2026-08-22,,2017,RV,Used,,30.99,4.71,jharrington1,,59,10.05,4000,4000,false,,,10.8,Core,Not Applicable,0.96,0,,0,32065,693,Ideal Credit Union,PA, joe barbera,1,1,PA144,Not Applicable
251539,,41382.66,180,Auto Decline,ROCKY MOUNTAIN RV and MARINE - NM101,,NM,ALBUQUERQUE,2026-08-22,,,2027,RV,New,,75.29,7.94,edominguez,,0,12.49,0,0,false,,,13.49,Silver 1,Silver 1,1.05,0,,0,39410,668,Source One Financial Services,NM,,0,0,NM101,Silver
251589,,52559.85,180,Auto Decline,HOWDY RANCH RV - TX315,,TX,Mathis,2026-08-22,,,2023,RV,Used,,30.07,14.48,gott,,0,22.99,40000,40000,false,,,23.99,Bronze,Bronze,0.66,0,,0,80000,609,Source One Financial Services,TX,,0,0,TX315,Business First
251525,lgrace,18057.41,168,Booked,PETE'S RV CENTER - CONNECTICUT - CT102,Pete's RV,CT,SOUTH WINDSOR,2026-08-22,2026-08-24,2026-08-25,2026,RV,Used,,23.2,2.16,gcoulombe,4595,2997,9.74,3000,3000,false,1597,1,11.24,Core,Core,1.43,1083.44,6,0,12600,721,Source One Financial Services,CT, samantha rice,1,0,CT102,Core
251678,mlomedico,54468.9,180,Auto Approval,Bradford Marine & ATV-Little Rock - AR142,Bradford Marine,AR,Little Rock,2026-08-22,2026-08-25,,2026,Boat,New,729,41.26,3.44,jweller,,4393,9.74,0,0,false,,,11.24,Core,Core,1.18,0,,0,46241,727,Source One Financial Services,TX, john dickson,1,1,AR142,Core
251640,Jhill,47197.77,180,Decline,Crestview RV 2 - Buda -TX180,Campers Inn,TX,Buda,2026-08-22,,,2019,RV,Used,732,53.84,4.75,gott,,44,9.74,100,5100,false,,,11.24,Core,Core,0.89,0,,0,52800,775,Source One Financial Services,TX, luckett lowry,0,0,TX180,Core
251603,hhisek,16733.38,180,Decline,Crestview RV 2 - Buda -TX180,Campers Inn,TX,Buda,2026-08-22,,,2021,RV,Used,678,53.38,2.13,gott,,18,10.49,1700,1700,false,,,11.99,Core,Core,0.99,0,,0,16940,712,Source One Financial Services,TX, luckett lowry,0,0,TX180,Core
251581,mlomedico,39604.81,180,Conditional Approval,Bailey Toliver RV and Truck Country LLC -TX369,,TX,STANTON,2026-08-22,2026-08-22,,2023,RV,Used,,22.53,6.45,gott,,19,10.74,4070,4070,false,,,12.24,Core,Core,1.01,0,,0,39200,693,Source One Financial Services,TX, jim barben,1,1,TX369,Core
251410,hhisek,30470.98,204,Booked,Blue Compass RV - Nashville - TN158,Blue Compass,TN,Lebanon,2026-08-22,2026-08-28,2026-08-28,2026,RV,New,,20.37,7.7,jsmith,8998,8908,9.99,2400,2400,false,89,1,11.49,Core,Core,1.16,1828.26,6,0,26279,719,Source One Financial Services,TN, austin jacobs,1,0,TN158,Core
251541,mlomedico,41935.56,180,Conditional Approval,FOUR SEASONS RV - KS122,,KS,ABILENE,2026-08-22,2026-08-22,,2026,RV,New,665,23.24,3.69,jweller,,21,10.24,4220,4220,false,,,11.74,Core,Core,1.01,0,,0,41457,697,Source One Financial Services,KS, travis purser,1,1,KS122,Core
251439,Jhill,52621,240,Approved,Blue Compass RV - Redmond - OR146,Blue Compass,OR,Rendmond,2026-08-22,2026-08-22,,2026,RV,New,761,42.91,3.38,ljablonoski,,43,8.99,54000,54000,false,,,9.74,Core,Core,0.58,0,,0,90959,797,Source One Financial Services,OR, william rife,1,1,OR146,Core
251437,avera,21011.38,168,Booked,MOUNTAINEER RV and OUTDOOR CENTER - WV102,,WV,JANE LEW,2026-08-22,2026-08-29,2026-08-29,2026,RV,New,652,38.38,3,jharrington1,10295,10290,10.24,0,0,false,4,1,11.74,Core,Core,1.4,1260.68,6,0,14955.9,685,Source One Financial Services,WV, leslie posey,1,0,WV102,Core
251472,eavila,33101.36,180,Auto Decline,Blue Compass RV - San Antonio - TX572,Blue Compass,TX,San Antonio,2026-08-22,,,2023,RV,Used,,50.05,16.72,gott,,14,22.99,3400,3400,false,,,23.99,Bronze,Bronze,0.83,0,,0,39710,,Source One Financial Services,TX, ryan johnson,0,0,TX572,Business First
251598,hhisek,32768.22,216,Auto Approval,Blue Compass RV - Katy - TX571,Blue Compass,TX,Katy,2026-08-22,2026-08-22,,2026,RV,New,,37.82,3.06,gott,,92,10.24,1600,1600,false,,,11.74,Core,Core,0.82,0,,0,40080,684,Source One Financial Services,TX, eddie johnson,1,1,TX571,Core
251692,ahunt,30946.51,180,Decline,RGV RV SALES - TX569,,TX,Mission,2026-08-22,,,2026,RV,New,,16.38,3.58,gott,,16,13.74,0,0,false,,,14.74,Silver 1,Silver 1,1.04,0,,0,29835,659,Source One Financial Services,TX, aldo camarillo,0,0,TX569,Silver
251639,eavila,25380.7,204,Decline,Fun Town RV-Denton -TX322,Fun Town,TX,Denton,2026-08-22,2026-08-22,,2026,RV,New,666,23.48,1.88,gott,,133,8.99,2500,2500,false,,,10.49,Core,Core,1.02,0,,0,24817,744,Source One Financial Services,TX, douglas santos,0,0,TX322,Core
251436,lgrace,133052.24,240,Auto Approval,AEONrv - ENV100,EPIC,NV,Reno,2026-08-22,2026-08-24,,2026,RV,New,782,38.93,5.76,S1House,,2844,7.49,135000,135000,false,,,8.99,Core,Core,0.65,0,,0,203760,855,Source One Financial Services,CO, jp lixie,1,1,ENV100,Core
251477,eavila,48657.5,180,Booked,"CAMPERS INN RV OF CHARLESTON, INC - SC110",Campers Inn,SC,MONCKS CORNER,2026-08-22,2026-08-26,2026-09-02,2026,RV,New,,13.35,2.85,jsmith,15788,5713,7.89,0,5647,false,2800,7275,8.64,Silver 1,Not Applicable,1.1,1459.72,3,0,44230,665,Ideal Credit Union,SC, ryan semerau,1,0,SC110,Not Applicable
251562,mlomedico,41457.79,180,Booked,AC Nelsen RV World -MN5005,,MN,SHAKOPEE,2026-08-22,2026-09-01,2026-09-01,2025,RV,New,719,39.25,2.68,S1House,14413,14325,7.49,0,0,false,87,1,6.99,Core,Core,1.01,414.58,1,0,40895,844,Source One Financial Services,MN, eric scott,1,0,MN5005,Core
251591,avera,69084.06,240,Verifications Incomplete,Walnut Ridge Family RV Sales -IN101,,IN,New Castle,2026-08-22,2026-08-26,,2027,RV,New,825,49.98,5.57,jharrington1,,5972,7.24,1000,1000,false,,0,8.74,Core,Core,1.49,0,,0,46512,851,Source One Financial Services,IN, jesse trennepohl,1,1,IN101,Core
251549,eavila,49706,180,Decline,McDowell South Inc - MO203,,MO,Jackson,2026-08-22,,,2026,RV,New,634,49.25,6.58,jweller,,2744,13.74,0,9863,false,,,14.74,Silver 1,Not Applicable,1.01,0,,0,49451,650,Ideal Credit Union,MO, alan sellers,0,0,MO203,Not Applicable
251464,lgrace,33899.14,144,Decline,Maxie Price RV - GA161,,GA,Loganville,2026-08-22,,,2027,RV,New,,8.14,7.62,jsmith,,105,10.24,3300,3300,false,,,11.74,Core,Not Applicable,0.87,0,,0,38898,684,Connexus Credit Union,GA, steven crawford,0,0,GA161,Not Applicable
251628,lgrace,33471.15,204,Conditional Approval,Legendary Marine - Panama - FL143,OneWater,FL,Panama City,2026-08-22,2026-08-22,,2014,Boat,Used,,33.97,4.85,wstoutimore,,7,11.24,5000,5000,false,,,12.74,Core,Core,1,0,,0,33500,725,Source One Financial Services,FL, jacob mankoff,1,1,FL143,Core
251543,mlomedico,47726.81,180,Booked,Giant RV - Montclair - SCA155,Giant RV,CA,Montclair,2026-08-22,2026-08-31,2026-09-02,2017,RV,New,,21.65,4.4,jrubi,16174,13031,8.49,10000,10000,false,3142,1,8.99,Core,Core,1.03,954.54,2,0,46284,809,Source One Financial Services,CA, julio sanchez,1,0,SCA155,Core
251432,hhisek,14511.49,144,Booked,Ashley Marine LLC - Stapleton - AL168,,AL,Stapleton,2026-08-22,2026-08-29,2026-08-29,2026,Boat,New,,16.2,4.63,jsmith,10290,10257,9.74,4000,4500,false,31,2,9.74,Core,Core,0.85,0,0,0,17120,721,Source One Financial Services,AL, joey hawkins,1,0,AL168,Core
251424,avera,49791.82,180,Booked,ROTH RV - GRAND RAPIDS - MN164,,MN,GRAND RAPIDS,2026-08-22,2026-08-26,2026-08-28,2027,RV,New,761,39.7,5.51,S1House,8849,5899,7.49,1000,-15260.75,false,2948,2,8.99,Core,Core,1.49,2987.51,6,0,33474,857,Source One Financial Services,MN, nick dulong,1,0,MN164,Core
251586,hhisek,47150.09,180,Decline,Fun Town RV- Waco-TX212,Fun Town,TX,Hewitt,2026-08-22,,,2027,RV,New,,43.86,11.35,gott,,7,12.49,4850,4850,false,,,13.49,Silver 1,Silver 1,1,0,,0,47374,676,Source One Financial Services,TX, tyler witt,0,0,TX212,Silver
251519,,41155.61,240,Auto Decline,General RV - Richmond - VA117,General RV,VA,Ashland,2026-08-22,,,2024,RV,Used,,53.85,18.24,jsmith,,0,22.99,8500,8500,false,,,23.99,Bronze,Bronze,0.68,0,,0,60665,587,Source One Financial Services,VA,,0,0,VA117,Business First
251623,Jhill,59756.7,240,Booked,Campers Inn Kings Mountain -NC108,Campers Inn,NC,Kings Mountain,2026-08-22,2026-08-24,2026-08-25,2020,RV,Used,750,35.56,4.91,jsmith,4349,3121,7.99,1000,5862.81,false,1227,1,9.49,Core,Core,1.16,3585.4,6,0,51700,821,Source One Financial Services,NC, hunter lee,1,0,NC108,Core
251532,,13854,144,Auto Decline,GARLANDS RV OF TENNESSEE - TN122,,TN,SPRINGVILLE,2026-08-22,,,2017,RV,Used,,37.58,2.47,jsmith,,0,22.99,1300,1300,false,,,23.99,Bronze,Bronze,1.29,0,,0,10750,616,Source One Financial Services,TN,,0,0,TN122,Business First
251414,hhisek,30045.7,180,Decline,ANGLERS CHOICE - LEXINGTON - NC101,,NC,LEXINGTON,2026-08-22,,,2027,Boat,New,,50.68,4.03,jsmith,,108,9.49,5000,5000,false,,,10.99,Core,Not Applicable,0.98,0,,0,30518,705,Connexus Credit Union,NC, lee parker,0,0,NC101,Not Applicable
251556,mlomedico,44882.94,180,Auto Approval,United RV -TX228,,TX,Fort Worth,2026-08-22,2026-08-22,,2027,RV,New,777,44.72,3.92,gott,,23,7.49,0,0,false,,,9.24,Core,Core,1.09,0,,0,41005,807,Source One Financial Services,TX, brent sullivan,1,1,TX228,Core
251438,hhisek,14054.58,120,Conditional Approval,DADS CAMPER OUTLET - GULFPORT - MS100,,MS,GULFPORT,2026-08-22,2026-08-22,,2025,RV,New,,13.56,5.73,jsmith,,7,10.24,500,500,false,,,11.74,Core,Core,0.79,0,,0,17840,693,Source One Financial Services,MS, ricky arnaud,1,1,MS100,Core
251705,hhisek,78588.21,204,Auto Approval,"RV COUNTRY ARIZONA, LLC - FLAGSTAFF -AZ332",RV Country,AZ,FLAGSTAFF,2026-08-22,2026-08-24,,2023,RV,Used,682,40.09,6.19,edominguez,,2664,7.99,3150,3862,false,,,9.49,Core,Core,1,0,,0,78600,822,Source One Financial Services,AZ, kevin mccoy,1,1,AZ332,Core
251646,eavila,96475.87,240,Decline,General RV - Tampa - FL238,General RV,FL,Dover,2026-08-22,,,2027,RV,New,,13.9,7.87,wstoutimore,,61,13.74,10000,11800,false,,,14.74,Silver 1,Silver 1,1,0,,0,96099,653,Source One Financial Services,GA, sebastian beltran,0,0,FL238,Silver
251509,hhisek,7761.31,60,Decline,Ideal RVs INC - FL228,,FL,Lakeland,2026-08-22,,,2017,RV,Used,575,44.86,1.69,wstoutimore,,6,15.24,4000,4000,false,,,15.74,Silver 1,Silver 1,1.19,0,,0,6500,673,Source One Financial Services,FL, john yanis,0,0,FL228,Silver
251557,hhisek,37073.73,180,Booked,OCEAN MARINE GROUP - OCEAN SPRINGS - MS103,,MS,OCEAN SPRINGS,2026-08-22,2026-08-28,2026-08-28,2023,Boat,Used,694,19.47,4.4,jsmith,8909,8889,9.99,3800,3800,false,14,6,11.49,Core,Core,1.08,2224.42,6,0,34230,755,Source One Financial Services,MS, susan battaile,1,0,MS103,Core
251454,lgrace,16406,144,Approved,"Holman Motors, Inc. -OH111",,OH,Batavia,2026-08-22,2026-08-22,,2027,RV,New,,27.55,2.53,jharrington1,,32,9.49,0,0,false,,,10.99,Core,Core,0.84,0,,0,19635,756,Source One Financial Services,KY,,1,1,OH111,Core
251659,Jhill,28758.15,240,Decline,BLUE COMPASS RV - LUBBOCK - TX117,Blue Compass,TX,Lubbock,2026-08-22,,,2027,RV,New,,42.42,11.04,gott,,28,13.74,3500,3500,false,,,14.74,Silver 1,Silver 1,0.87,0,,0,33175,659,Source One Financial Services,TX, walker hale,0,0,TX117,Silver
251618,eavila,59992.36,180,Approved,Fun Town RV-Waller -TX539,Fun Town,TX,Waller,2026-08-22,2026-08-22,,2026,RV,New,781,31.35,3.41,gott,,57,7.49,0,0,false,,,8.99,Core,Core,0.98,0,,0,61053,841,Source One Financial Services,TX, meddie nieto,1,1,TX539,Core
251671,,151600.82,240,Auto Decline,General RV - Tampa - FL238,General RV,FL,Dover,2026-08-22,,,2026,RV,New,,49.61,20.31,wstoutimore,,34,22.99,0,0,false,,,23.99,Bronze,Core,0.92,0,,0,164763,742,Source One Financial Services,NE, christopher coleman,0,0,FL238,Business First
251607,mlomedico,23351.43,180,Decline,Optimum RV Bushnell - FL163,Optimum RV,FL,Bushnell,2026-08-22,,,2023,RV,Used,,32.07,7.31,wstoutimore,,17,13.24,1000,5000,false,,,14.24,Silver 1,Silver 1,0.61,0,,0,38485,675,Source One Financial Services,FL, presley wallace,0,0,FL163,Silver
251657,mlomedico,27074.7,180,Conditional Approval,SOUTHLAND RV - GA137,,GA,RICHMOND HILL,2026-08-22,2026-08-22,,2026,RV,New,,22.51,3.42,jsmith,,55,10.24,6000,9500,false,,,11.74,Core,Core,1.25,0,,0,21734,681,Source One Financial Services,GA, eric stafford,1,1,GA137,Core
251540,eavila,14086.38,120,Auto Approval,Fun Town RV - Las Vegas - NV116,Fun Town,NV,Las Vegas,2026-08-22,2026-08-23,,2027,RV,New,,22.75,4.06,ljablonoski,,1230,9.49,0,0,false,,,10.99,Core,Core,0.77,0,,0,18368,752,Source One Financial Services,AZ, julie ronquillo,1,1,NV116,Core
251441,hhisek,99578.25,180,Decline,Demontrond Automotive Group-TX397,,TX,Houston,2026-08-22,,,2026,RV,New,639,75.9,6.89,gott,,4,14.99,6200,6200,false,,,15.99,Silver 1,Silver 1,0.78,0,,0,127060,640,Source One Financial Services,TX, tegan summer,0,0,TX397,Silver
251604,hhisek,108641.17,180,Decline,RV DEPOT OF CLEBURNE - TX461,,TX,JOSHUA,2026-08-22,,,2013,RV,Used,,19.72,19.22,gott,,19,10.99,30000,30000,false,,,12.49,Core,Core,0.81,0,,0,134150,751,Source One Financial Services,TX, mike nellis,0,0,TX461,Core
251502,avera,35627,180,Booked,Coastal Marine - ESC118,EPIC,SC,Myrtle Beach,2026-08-22,2026-08-25,2026-08-31,2008,Boat,Used,,30.91,3.24,S1House,13163,4130,9.49,3600,3600,false,2828,6205,10.99,Core,Core,0.95,2137.62,6,0,37620,848,Source One Financial Services,GA, jp lixie,1,0,ESC118,Core
251466,mlomedico,25634.52,180,Auto Approval,Ashley Marine LLC - GA147,,GA,Columbus,2026-08-22,2026-08-22,,2026,Boat,New,785,29.51,1.3,jsmith,,22,7.49,2500,3250,false,,,8.99,Core,Core,1.22,0,,0,21056,857,Source One Financial Services,GA, tim holloway,1,1,GA147,Core
251597,hhisek,26874.95,180,Auto Approval,PRIMEAUX RV SUPERSTORE - ALEXANDRIA - LA101,,LA,ALEXANDRIA,2026-08-22,2026-08-22,,2026,RV,New,,32.22,3.71,gott,,20,13.74,3000,3000,false,,,14.74,Silver 1,Silver 1,0.94,0,,0,28541,660,Source One Financial Services,FL, vaughn mcbride,1,1,LA101,Silver
251501,,68815.67,240,Cancelled,OPTIMUM RV OCALA - FL162,Optimum RV,FL,OCALA,2026-08-22,,,2019,RV,Used,,0,0,pcarter,,,22.99,8879.76,17454.75,false,,,23.99,Bronze,Bronze,1.03,0,,0,66811.36,,Source One Financial Services,FL, michael buskey,0,0,FL162,Business First
251426,,61552.15,240,Auto Decline,Bent's RV - LA117,,LA,Boutte,2026-08-22,,,2025,RV,New,639,23.88,4.25,gott,,0,9.74,10000,10000,false,,,11.24,Core,Core,0.88,0,,0,69960,740,Source One Financial Services,LA,,0,0,LA117,Core
251534,eavila,16436.72,168,Conditional Approval,"RV COUNTRY ARIZONA, LLC - FLAGSTAFF -AZ332",RV Country,AZ,FLAGSTAFF,2026-08-22,2026-08-22,,2023,RV,Used,,38.62,1.97,edominguez,,33,7.99,10000,17000,false,,,9.49,Core,Core,0.59,0,,0,27850,851,Source One Financial Services,AZ, kevin mccoy,1,1,AZ332,Core
251457,hhisek,41905.71,180,Decline,Henderson Implement and Marine- LA116,,LA,Lake Charles,2026-08-22,,,2020,Boat,Used,613,58.99,8.8,gott,,2,9.99,0,0,false,,,11.49,Core,Core,1.12,0,,0,37255,749,Source One Financial Services,LA, corey harmon,0,0,LA116,Core
251622,mlomedico,37489.52,180,Decline,Humphrey RV - CO108,,CO,Grand Junction,2026-08-22,,,2019,RV,Used,602,35.42,6.57,dzilberchtein,,28,13.74,6000,6000,false,,,14.74,Silver 1,Silver 1,1.09,0,,0,34400,665,Source One Financial Services,CO, kevin taiclet,0,0,CO108,Silver
251465,mlomedico,29707.26,204,Returned,COUNTY LINE CAMPERS - MS108,,MS,GULFPORT,2026-08-22,2026-08-22,,2027,RV,New,,36.87,6.84,jsmith,,83,9.49,0,0,false,,3048,7.39,Core,Core,1.26,297.07,1,0,23518,759,Source One Financial Services,MS,,0,0,MS108,Core
251577,eavila,53261.99,180,Decline,OPTIMUM RV OCALA - FL162,Optimum RV,FL,OCALA,2026-08-22,,,2024,RV,Used,642,14.45,4.39,pcarter,,63,10.24,2500,2500,false,,,11.74,Core,Not Applicable,0.97,0,,0,54750,693,Connexus Credit Union,GA, michael buskey,0,0,FL162,Not Applicable
251662,mlomedico,136725.76,240,Decline,La Mesa RV Center - Albuquerque - NM109,La Mesa,NM,Albuquerque,2026-08-22,,,2027,RV,New,681,35.99,14.27,edominguez,,17,8.99,20000,20000,false,,,10.49,Core,Core,0.98,0,,0,139160,752,Source One Financial Services,NM, alfredo franco,0,0,NM109,Core
